,dummyLocation,gpsPerturbated,dumRadMin,dumRadStep,pertDec,alpha,tradeOff
4,False,True,-1,-1,5,0.0,1.0
4,False,True,-1,-1,5,0.002,0.998
4,False,True,-1,-1,5,0.004,0.996
4,False,True,-1,-1,5,0.006,0.994
4,False,True,-1,-1,5,0.008,0.992
4,False,True,-1,-1,5,0.01,0.99
4,False,True,-1,-1,5,0.012,0.988
4,False,True,-1,-1,5,0.014,0.986
4,False,True,-1,-1,5,0.016,0.984
4,False,True,-1,-1,5,0.018,0.982
4,False,True,-1,-1,5,0.02,0.98
4,False,True,-1,-1,5,0.022,0.978
4,False,True,-1,-1,5,0.024,0.976
4,False,True,-1,-1,5,0.026,0.974
4,False,True,-1,-1,5,0.028,0.972
4,False,True,-1,-1,5,0.03,0.97
4,False,True,-1,-1,5,0.032,0.968
4,False,True,-1,-1,5,0.034,0.966
4,False,True,-1,-1,5,0.036,0.964
4,False,True,-1,-1,5,0.038,0.962
4,False,True,-1,-1,5,0.04,0.96
4,False,True,-1,-1,5,0.042,0.958
4,False,True,-1,-1,5,0.044,0.956
4,False,True,-1,-1,5,0.046,0.954
4,False,True,-1,-1,5,0.048,0.952
4,False,True,-1,-1,5,0.05,0.95
4,False,True,-1,-1,5,0.052,0.948
4,False,True,-1,-1,5,0.054,0.946
4,False,True,-1,-1,5,0.056,0.944
4,False,True,-1,-1,5,0.058,0.942
4,False,True,-1,-1,5,0.06,0.94
4,False,True,-1,-1,5,0.062,0.938
4,False,True,-1,-1,5,0.064,0.9359999999999999
4,False,True,-1,-1,5,0.066,0.9339999999999999
4,False,True,-1,-1,5,0.068,0.9319999999999999
4,False,True,-1,-1,5,0.07,0.9299999999999999
4,False,True,-1,-1,5,0.072,0.928
4,False,True,-1,-1,5,0.074,0.926
4,False,True,-1,-1,5,0.076,0.924
4,False,True,-1,-1,5,0.078,0.922
4,False,True,-1,-1,5,0.08,0.92
4,False,True,-1,-1,5,0.082,0.918
4,False,True,-1,-1,5,0.084,0.916
4,False,True,-1,-1,5,0.086,0.914
4,False,True,-1,-1,5,0.088,0.912
4,False,True,-1,-1,5,0.09,0.91
4,False,True,-1,-1,5,0.092,0.908
4,False,True,-1,-1,5,0.094,0.906
4,False,True,-1,-1,5,0.096,0.904
4,False,True,-1,-1,5,0.098,0.902
4,False,True,-1,-1,5,0.1,0.9
4,False,True,-1,-1,5,0.102,0.898
4,False,True,-1,-1,5,0.104,0.896
4,False,True,-1,-1,5,0.106,0.894
4,False,True,-1,-1,5,0.108,0.892
4,False,True,-1,-1,5,0.11,0.89
4,False,True,-1,-1,5,0.112,0.888
4,False,True,-1,-1,5,0.114,0.886
4,False,True,-1,-1,5,0.116,0.884
4,False,True,-1,-1,5,0.118,0.882
4,False,True,-1,-1,5,0.12,0.88
4,False,True,-1,-1,5,0.122,0.878
4,False,True,-1,-1,5,0.124,0.876
4,False,True,-1,-1,5,0.126,0.874
4,False,True,-1,-1,5,0.128,0.872
4,False,True,-1,-1,5,0.13,0.87
4,False,True,-1,-1,5,0.132,0.868
4,False,True,-1,-1,5,0.134,0.866
4,False,True,-1,-1,5,0.136,0.864
4,False,True,-1,-1,5,0.138,0.862
4,False,True,-1,-1,5,0.14,0.86
4,False,True,-1,-1,5,0.142,0.858
4,False,True,-1,-1,5,0.144,0.856
4,False,True,-1,-1,5,0.146,0.854
4,False,True,-1,-1,5,0.148,0.852
4,False,True,-1,-1,5,0.15,0.85
4,False,True,-1,-1,5,0.152,0.848
4,False,True,-1,-1,5,0.154,0.846
4,False,True,-1,-1,5,0.156,0.844
4,False,True,-1,-1,5,0.158,0.842
4,False,True,-1,-1,5,0.16,0.84
4,False,True,-1,-1,5,0.162,0.838
4,False,True,-1,-1,5,0.164,0.836
4,False,True,-1,-1,5,0.166,0.834
4,False,True,-1,-1,5,0.168,0.832
4,False,True,-1,-1,5,0.17,0.83
4,False,True,-1,-1,5,0.172,0.8280000000000001
4,False,True,-1,-1,5,0.174,0.8260000000000001
4,False,True,-1,-1,5,0.176,0.8240000000000001
4,False,True,-1,-1,5,0.178,0.8220000000000001
4,False,True,-1,-1,5,0.18,0.8200000000000001
4,False,True,-1,-1,5,0.182,0.8180000000000001
4,False,True,-1,-1,5,0.184,0.8160000000000001
4,False,True,-1,-1,5,0.186,0.8140000000000001
4,False,True,-1,-1,5,0.188,0.812
4,False,True,-1,-1,5,0.19,0.81
4,False,True,-1,-1,5,0.192,0.808
4,False,True,-1,-1,5,0.194,0.806
4,False,True,-1,-1,5,0.196,0.804
4,False,True,-1,-1,5,0.198,0.802
4,False,True,-1,-1,5,0.2,0.8
4,False,True,-1,-1,5,0.202,0.798
4,False,True,-1,-1,5,0.204,0.796
4,False,True,-1,-1,5,0.206,0.794
4,False,True,-1,-1,5,0.208,0.792
4,False,True,-1,-1,5,0.21,0.79
4,False,True,-1,-1,5,0.212,0.788
4,False,True,-1,-1,5,0.214,0.786
4,False,True,-1,-1,5,0.216,0.784
4,False,True,-1,-1,5,0.218,0.782
4,False,True,-1,-1,5,0.22,0.78
4,False,True,-1,-1,5,0.222,0.778
4,False,True,-1,-1,5,0.224,0.776
4,False,True,-1,-1,5,0.226,0.774
4,False,True,-1,-1,5,0.228,0.772
4,False,True,-1,-1,5,0.23,0.77
4,False,True,-1,-1,5,0.232,0.768
4,False,True,-1,-1,5,0.234,0.766
4,False,True,-1,-1,5,0.236,0.764
4,False,True,-1,-1,5,0.238,0.762
4,False,True,-1,-1,5,0.24,0.76
4,False,True,-1,-1,5,0.242,0.758
4,False,True,-1,-1,5,0.244,0.756
4,False,True,-1,-1,5,0.246,0.754
4,False,True,-1,-1,5,0.248,0.752
4,False,True,-1,-1,5,0.25,0.75
4,False,True,-1,-1,5,0.252,0.748
4,False,True,-1,-1,5,0.254,0.746
4,False,True,-1,-1,5,0.256,0.744
4,False,True,-1,-1,5,0.258,0.742
4,False,True,-1,-1,5,0.26,0.74
4,False,True,-1,-1,5,0.262,0.738
4,False,True,-1,-1,5,0.264,0.736
4,False,True,-1,-1,5,0.266,0.734
4,False,True,-1,-1,5,0.268,0.732
4,False,True,-1,-1,5,0.27,0.73
4,False,True,-1,-1,5,0.272,0.728
4,False,True,-1,-1,5,0.274,0.726
4,False,True,-1,-1,5,0.276,0.724
4,False,True,-1,-1,5,0.278,0.722
4,False,True,-1,-1,5,0.28,0.72
4,False,True,-1,-1,5,0.282,0.718
4,False,True,-1,-1,5,0.284,0.716
4,False,True,-1,-1,5,0.286,0.714
4,False,True,-1,-1,5,0.288,0.712
4,False,True,-1,-1,5,0.29,0.71
4,False,True,-1,-1,5,0.292,0.708
4,False,True,-1,-1,5,0.294,0.706
4,False,True,-1,-1,5,0.296,0.704
4,False,True,-1,-1,5,0.298,0.702
4,False,True,-1,-1,5,0.3,0.7
4,False,True,-1,-1,5,0.302,0.698
4,False,True,-1,-1,5,0.304,0.696
4,False,True,-1,-1,5,0.306,0.694
4,False,True,-1,-1,5,0.308,0.692
4,False,True,-1,-1,5,0.31,0.69
4,False,True,-1,-1,5,0.312,0.688
4,False,True,-1,-1,5,0.314,0.6859999999999999
4,False,True,-1,-1,5,0.316,0.6839999999999999
4,False,True,-1,-1,5,0.318,0.6819999999999999
4,False,True,-1,-1,5,0.32,0.6799999999999999
4,False,True,-1,-1,5,0.322,0.6779999999999999
4,False,True,-1,-1,5,0.324,0.6759999999999999
4,False,True,-1,-1,5,0.326,0.6739999999999999
4,False,True,-1,-1,5,0.328,0.6719999999999999
4,False,True,-1,-1,5,0.33,0.6699999999999999
4,False,True,-1,-1,5,0.332,0.6679999999999999
4,False,True,-1,-1,5,0.334,0.6659999999999999
4,False,True,-1,-1,5,0.336,0.6639999999999999
4,False,True,-1,-1,5,0.338,0.6619999999999999
4,False,True,-1,-1,5,0.34,0.6599999999999999
4,False,True,-1,-1,5,0.342,0.6579999999999999
4,False,True,-1,-1,5,0.344,0.656
4,False,True,-1,-1,5,0.346,0.654
4,False,True,-1,-1,5,0.348,0.652
4,False,True,-1,-1,5,0.35,0.65
4,False,True,-1,-1,5,0.352,0.648
4,False,True,-1,-1,5,0.354,0.646
4,False,True,-1,-1,5,0.356,0.644
4,False,True,-1,-1,5,0.358,0.642
4,False,True,-1,-1,5,0.36,0.64
4,False,True,-1,-1,5,0.362,0.638
4,False,True,-1,-1,5,0.364,0.636
4,False,True,-1,-1,5,0.366,0.634
4,False,True,-1,-1,5,0.368,0.632
4,False,True,-1,-1,5,0.37,0.63
4,False,True,-1,-1,5,0.372,0.628
4,False,True,-1,-1,5,0.374,0.626
4,False,True,-1,-1,5,0.376,0.624
4,False,True,-1,-1,5,0.378,0.622
4,False,True,-1,-1,5,0.38,0.62
4,False,True,-1,-1,5,0.382,0.618
4,False,True,-1,-1,5,0.384,0.616
4,False,True,-1,-1,5,0.386,0.614
4,False,True,-1,-1,5,0.388,0.612
4,False,True,-1,-1,5,0.39,0.61
4,False,True,-1,-1,5,0.392,0.608
4,False,True,-1,-1,5,0.394,0.606
4,False,True,-1,-1,5,0.396,0.604
4,False,True,-1,-1,5,0.398,0.602
4,False,True,-1,-1,5,0.4,0.6
4,False,True,-1,-1,5,0.402,0.598
4,False,True,-1,-1,5,0.404,0.596
4,False,True,-1,-1,5,0.406,0.594
4,False,True,-1,-1,5,0.408,0.5920000000000001
4,False,True,-1,-1,5,0.41,0.5900000000000001
4,False,True,-1,-1,5,0.412,0.5880000000000001
4,False,True,-1,-1,5,0.414,0.5860000000000001
4,False,True,-1,-1,5,0.416,0.5840000000000001
4,False,True,-1,-1,5,0.418,0.5820000000000001
4,False,True,-1,-1,5,0.42,0.5800000000000001
4,False,True,-1,-1,5,0.422,0.5780000000000001
4,False,True,-1,-1,5,0.424,0.5760000000000001
4,False,True,-1,-1,5,0.426,0.5740000000000001
4,False,True,-1,-1,5,0.428,0.5720000000000001
4,False,True,-1,-1,5,0.43,0.5700000000000001
4,False,True,-1,-1,5,0.432,0.5680000000000001
4,False,True,-1,-1,5,0.434,0.5660000000000001
4,False,True,-1,-1,5,0.436,0.5640000000000001
4,False,True,-1,-1,5,0.438,0.562
4,False,True,-1,-1,5,0.44,0.56
4,False,True,-1,-1,5,0.442,0.558
4,False,True,-1,-1,5,0.444,0.556
4,False,True,-1,-1,5,0.446,0.554
4,False,True,-1,-1,5,0.448,0.552
4,False,True,-1,-1,5,0.45,0.55
4,False,True,-1,-1,5,0.452,0.548
4,False,True,-1,-1,5,0.454,0.546
4,False,True,-1,-1,5,0.456,0.544
4,False,True,-1,-1,5,0.458,0.542
4,False,True,-1,-1,5,0.46,0.54
4,False,True,-1,-1,5,0.462,0.538
4,False,True,-1,-1,5,0.464,0.536
4,False,True,-1,-1,5,0.466,0.534
4,False,True,-1,-1,5,0.468,0.532
4,False,True,-1,-1,5,0.47,0.53
4,False,True,-1,-1,5,0.472,0.528
4,False,True,-1,-1,5,0.474,0.526
4,False,True,-1,-1,5,0.476,0.524
4,False,True,-1,-1,5,0.478,0.522
4,False,True,-1,-1,5,0.48,0.52
4,False,True,-1,-1,5,0.482,0.518
4,False,True,-1,-1,5,0.484,0.516
4,False,True,-1,-1,5,0.486,0.514
4,False,True,-1,-1,5,0.488,0.512
4,False,True,-1,-1,5,0.49,0.51
4,False,True,-1,-1,5,0.492,0.508
4,False,True,-1,-1,5,0.494,0.506
4,False,True,-1,-1,5,0.496,0.504
4,False,True,-1,-1,5,0.498,0.502
4,False,True,-1,-1,5,0.5,0.5
150,True,True,3000,2000,1,0.5,0.5
150,True,True,3000,2000,1,0.502,0.502
150,True,True,3000,2000,1,0.504,0.504
150,True,True,3000,2000,1,0.506,0.506
150,True,True,3000,2000,1,0.508,0.508
150,True,True,3000,2000,1,0.51,0.51
150,True,True,3000,2000,1,0.512,0.512
150,True,True,3000,2000,1,0.514,0.514
150,True,True,3000,2000,1,0.516,0.516
150,True,True,3000,2000,1,0.518,0.518
150,True,True,3000,2000,1,0.52,0.52
150,True,True,3000,2000,1,0.522,0.522
150,True,True,3000,2000,1,0.524,0.524
150,True,True,3000,2000,1,0.526,0.526
150,True,True,3000,2000,1,0.528,0.528
150,True,True,3000,2000,1,0.53,0.53
150,True,True,3000,2000,1,0.532,0.532
150,True,True,3000,2000,1,0.534,0.534
150,True,True,3000,2000,1,0.536,0.536
150,True,True,3000,2000,1,0.538,0.538
150,True,True,3000,2000,1,0.54,0.54
150,True,True,3000,2000,1,0.542,0.542
150,True,True,3000,2000,1,0.544,0.544
150,True,True,3000,2000,1,0.546,0.546
150,True,True,3000,2000,1,0.548,0.548
150,True,True,3000,2000,1,0.55,0.55
150,True,True,3000,2000,1,0.552,0.552
150,True,True,3000,2000,1,0.554,0.554
150,True,True,3000,2000,1,0.556,0.556
150,True,True,3000,2000,1,0.558,0.558
150,True,True,3000,2000,1,0.56,0.56
150,True,True,3000,2000,1,0.562,0.562
150,True,True,3000,2000,1,0.564,0.564
150,True,True,3000,2000,1,0.566,0.566
150,True,True,3000,2000,1,0.568,0.568
150,True,True,3000,2000,1,0.57,0.57
150,True,True,3000,2000,1,0.572,0.572
150,True,True,3000,2000,1,0.574,0.574
150,True,True,3000,2000,1,0.576,0.576
150,True,True,3000,2000,1,0.578,0.578
150,True,True,3000,2000,1,0.58,0.58
150,True,True,3000,2000,1,0.582,0.582
150,True,True,3000,2000,1,0.584,0.584
150,True,True,3000,2000,1,0.586,0.586
150,True,True,3000,2000,1,0.588,0.588
150,True,True,3000,2000,1,0.59,0.59
150,True,True,3000,2000,1,0.592,0.592
150,True,True,3000,2000,1,0.594,0.594
150,True,True,3000,2000,1,0.596,0.596
150,True,True,3000,2000,1,0.598,0.598
150,True,True,3000,2000,1,0.6,0.6
150,True,True,3000,2000,1,0.602,0.602
150,True,True,3000,2000,1,0.604,0.604
150,True,True,3000,2000,1,0.606,0.606
150,True,True,3000,2000,1,0.608,0.608
150,True,True,3000,2000,1,0.61,0.61
150,True,True,3000,2000,1,0.612,0.612
150,True,True,3000,2000,1,0.614,0.614
150,True,True,3000,2000,1,0.616,0.616
150,True,True,3000,2000,1,0.618,0.618
150,True,True,3000,2000,1,0.62,0.62
150,True,True,3000,2000,1,0.622,0.622
150,True,True,3000,2000,1,0.624,0.624
150,True,True,3000,2000,1,0.626,0.626
150,True,True,3000,2000,1,0.628,0.628
150,True,True,3000,2000,1,0.63,0.63
150,True,True,3000,2000,1,0.632,0.632
150,True,True,3000,2000,1,0.634,0.634
150,True,True,3000,2000,1,0.636,0.636
150,True,True,3000,2000,1,0.638,0.638
150,True,True,3000,2000,1,0.64,0.64
150,True,True,3000,2000,1,0.642,0.642
150,True,True,3000,2000,1,0.644,0.644
150,True,True,3000,2000,1,0.646,0.646
150,True,True,3000,2000,1,0.648,0.648
150,True,True,3000,2000,1,0.65,0.65
150,True,True,3000,2000,1,0.652,0.652
150,True,True,3000,2000,1,0.654,0.654
150,True,True,3000,2000,1,0.656,0.656
150,True,True,3000,2000,1,0.658,0.658
150,True,True,3000,2000,1,0.66,0.66
150,True,True,3000,2000,1,0.662,0.662
150,True,True,3000,2000,1,0.664,0.664
150,True,True,3000,2000,1,0.666,0.666
150,True,True,3000,2000,1,0.668,0.668
150,True,True,3000,2000,1,0.67,0.67
150,True,True,3000,2000,1,0.672,0.672
150,True,True,3000,2000,1,0.674,0.674
150,True,True,3000,2000,1,0.676,0.676
150,True,True,3000,2000,1,0.678,0.678
150,True,True,3000,2000,1,0.68,0.68
150,True,True,3000,2000,1,0.682,0.682
150,True,True,3000,2000,1,0.684,0.684
150,True,True,3000,2000,1,0.686,0.686
150,True,True,3000,2000,1,0.688,0.688
150,True,True,3000,2000,1,0.69,0.69
150,True,True,3000,2000,1,0.692,0.692
150,True,True,3000,2000,1,0.694,0.694
150,True,True,3000,2000,1,0.696,0.696
150,True,True,3000,2000,1,0.698,0.698
150,True,True,3000,2000,1,0.7,0.7
150,True,True,3000,2000,1,0.702,0.702
150,True,True,3000,2000,1,0.704,0.704
150,True,True,3000,2000,1,0.706,0.706
150,True,True,3000,2000,1,0.708,0.708
150,True,True,3000,2000,1,0.71,0.71
150,True,True,3000,2000,1,0.712,0.712
150,True,True,3000,2000,1,0.714,0.714
150,True,True,3000,2000,1,0.716,0.716
150,True,True,3000,2000,1,0.718,0.718
150,True,True,3000,2000,1,0.72,0.72
150,True,True,3000,2000,1,0.722,0.722
150,True,True,3000,2000,1,0.724,0.724
150,True,True,3000,2000,1,0.726,0.726
150,True,True,3000,2000,1,0.728,0.728
150,True,True,3000,2000,1,0.73,0.73
150,True,True,3000,2000,1,0.732,0.732
150,True,True,3000,2000,1,0.734,0.734
150,True,True,3000,2000,1,0.736,0.736
150,True,True,3000,2000,1,0.738,0.738
150,True,True,3000,2000,1,0.74,0.74
150,True,True,3000,2000,1,0.742,0.742
150,True,True,3000,2000,1,0.744,0.744
150,True,True,3000,2000,1,0.746,0.746
150,True,True,3000,2000,1,0.748,0.748
150,True,True,3000,2000,1,0.75,0.75
150,True,True,3000,2000,1,0.752,0.752
150,True,True,3000,2000,1,0.754,0.754
150,True,True,3000,2000,1,0.756,0.756
150,True,True,3000,2000,1,0.758,0.758
150,True,True,3000,2000,1,0.76,0.76
150,True,True,3000,2000,1,0.762,0.762
150,True,True,3000,2000,1,0.764,0.764
150,True,True,3000,2000,1,0.766,0.766
150,True,True,3000,2000,1,0.768,0.768
150,True,True,3000,2000,1,0.77,0.77
150,True,True,3000,2000,1,0.772,0.772
150,True,True,3000,2000,1,0.774,0.774
150,True,True,3000,2000,1,0.776,0.776
150,True,True,3000,2000,1,0.778,0.778
150,True,True,3000,2000,1,0.78,0.78
150,True,True,3000,2000,1,0.782,0.782
150,True,True,3000,2000,1,0.784,0.784
150,True,True,3000,2000,1,0.786,0.786
150,True,True,3000,2000,1,0.788,0.788
150,True,True,3000,2000,1,0.79,0.79
150,True,True,3000,2000,1,0.792,0.792
150,True,True,3000,2000,1,0.794,0.794
150,True,True,3000,2000,1,0.796,0.796
150,True,True,3000,2000,1,0.798,0.798
150,True,True,3000,2000,1,0.8,0.8
150,True,True,3000,2000,1,0.802,0.802
150,True,True,3000,2000,1,0.804,0.804
150,True,True,3000,2000,1,0.806,0.806
150,True,True,3000,2000,1,0.808,0.808
150,True,True,3000,2000,1,0.81,0.81
150,True,True,3000,2000,1,0.812,0.812
150,True,True,3000,2000,1,0.814,0.814
150,True,True,3000,2000,1,0.816,0.816
150,True,True,3000,2000,1,0.818,0.818
150,True,True,3000,2000,1,0.82,0.82
150,True,True,3000,2000,1,0.822,0.822
150,True,True,3000,2000,1,0.824,0.824
150,True,True,3000,2000,1,0.826,0.826
150,True,True,3000,2000,1,0.828,0.828
150,True,True,3000,2000,1,0.83,0.83
150,True,True,3000,2000,1,0.832,0.832
150,True,True,3000,2000,1,0.834,0.834
150,True,True,3000,2000,1,0.836,0.836
150,True,True,3000,2000,1,0.838,0.838
150,True,True,3000,2000,1,0.84,0.84
150,True,True,3000,2000,1,0.842,0.842
150,True,True,3000,2000,1,0.844,0.844
150,True,True,3000,2000,1,0.846,0.846
150,True,True,3000,2000,1,0.848,0.848
150,True,True,3000,2000,1,0.85,0.85
150,True,True,3000,2000,1,0.852,0.852
150,True,True,3000,2000,1,0.854,0.854
150,True,True,3000,2000,1,0.856,0.856
150,True,True,3000,2000,1,0.858,0.858
150,True,True,3000,2000,1,0.86,0.86
150,True,True,3000,2000,1,0.862,0.862
150,True,True,3000,2000,1,0.864,0.864
150,True,True,3000,2000,1,0.866,0.866
150,True,True,3000,2000,1,0.868,0.868
150,True,True,3000,2000,1,0.87,0.87
150,True,True,3000,2000,1,0.872,0.872
150,True,True,3000,2000,1,0.874,0.874
150,True,True,3000,2000,1,0.876,0.876
150,True,True,3000,2000,1,0.878,0.878
150,True,True,3000,2000,1,0.88,0.88
150,True,True,3000,2000,1,0.882,0.882
150,True,True,3000,2000,1,0.884,0.884
150,True,True,3000,2000,1,0.886,0.886
150,True,True,3000,2000,1,0.888,0.888
150,True,True,3000,2000,1,0.89,0.89
150,True,True,3000,2000,1,0.892,0.892
150,True,True,3000,2000,1,0.894,0.894
150,True,True,3000,2000,1,0.896,0.896
150,True,True,3000,2000,1,0.898,0.898
150,True,True,3000,2000,1,0.9,0.9
150,True,True,3000,2000,1,0.902,0.902
150,True,True,3000,2000,1,0.904,0.904
150,True,True,3000,2000,1,0.906,0.906
150,True,True,3000,2000,1,0.908,0.908
150,True,True,3000,2000,1,0.91,0.91
150,True,True,3000,2000,1,0.912,0.912
150,True,True,3000,2000,1,0.914,0.914
150,True,True,3000,2000,1,0.916,0.916
150,True,True,3000,2000,1,0.918,0.918
150,True,True,3000,2000,1,0.92,0.92
150,True,True,3000,2000,1,0.922,0.922
150,True,True,3000,2000,1,0.924,0.924
150,True,True,3000,2000,1,0.926,0.926
150,True,True,3000,2000,1,0.928,0.928
150,True,True,3000,2000,1,0.93,0.93
150,True,True,3000,2000,1,0.932,0.932
150,True,True,3000,2000,1,0.934,0.934
150,True,True,3000,2000,1,0.936,0.936
150,True,True,3000,2000,1,0.938,0.938
150,True,True,3000,2000,1,0.94,0.94
150,True,True,3000,2000,1,0.942,0.942
150,True,True,3000,2000,1,0.944,0.944
150,True,True,3000,2000,1,0.946,0.946
150,True,True,3000,2000,1,0.948,0.948
150,True,True,3000,2000,1,0.95,0.95
150,True,True,3000,2000,1,0.952,0.952
150,True,True,3000,2000,1,0.954,0.954
150,True,True,3000,2000,1,0.956,0.956
150,True,True,3000,2000,1,0.958,0.958
150,True,True,3000,2000,1,0.96,0.96
150,True,True,3000,2000,1,0.962,0.962
150,True,True,3000,2000,1,0.964,0.964
150,True,True,3000,2000,1,0.966,0.966
150,True,True,3000,2000,1,0.968,0.968
150,True,True,3000,2000,1,0.97,0.97
150,True,True,3000,2000,1,0.972,0.972
150,True,True,3000,2000,1,0.974,0.974
150,True,True,3000,2000,1,0.976,0.976
150,True,True,3000,2000,1,0.978,0.978
150,True,True,3000,2000,1,0.98,0.98
150,True,True,3000,2000,1,0.982,0.982
150,True,True,3000,2000,1,0.984,0.984
150,True,True,3000,2000,1,0.986,0.986
150,True,True,3000,2000,1,0.988,0.988
150,True,True,3000,2000,1,0.99,0.99
150,True,True,3000,2000,1,0.992,0.992
150,True,True,3000,2000,1,0.994,0.994
150,True,True,3000,2000,1,0.996,0.996
150,True,True,3000,2000,1,0.998,0.998
150,True,True,3000,2000,1,1.0,1.0
